UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,OriginalTweetClean,PredictedSentiment,PredictedSentimentNB,PredictedSentimentRF
2916,47868,"Austin, Texas",15-03-2020,"As things evolve with COVID-19, we want to echo Gov. @GregAbbott_TX: remain calm. Panic is not productive; lets take care of each other instead. And pls dont stockpile food/supplies; per the Gov., There will be plenty available. Were in this together! #TexansforTexans https://t.co/xxlfUM5ijF",Extremely Positive,thing evolve want echo gov remain calm panic not productive let care instead pls don stockpile foodsupplie gov plenty available,2,2,2
2917,47869,"Dallas, TX",15-03-2020,Just made my online order for pickup tomorrow at @Walmart You really think Im gonna go inside and experience the stupidity of Americans shopping!? #ShopSmarterNotHarder #SocialDistancing #COVID19 #Coronavirus,Negative,online order pickup tomorrow think go to inside experience stupidity americans shop,2,2,2
2918,47870,"Ottawa, Canada",15-03-2020,Grocers limit food purchases urge shoppers not to hoard Kroger ramps up hiring to stock shelves from,Neutral,grocer limit food purchase urge shopper not hoard kroger ramp hire stock shelf,2,2,2
2919,47871,"London, UK",15-03-2020,obyrne EVAUK actionhunger may food union sparkes uk HillierMP MP Matt Kerr I M CURIOUS There is constant news coverage re 19 which is scaring people now it s panic buying so isn t the UK gov worried about looting What happens if millions of people lose their jobs amp can t afford to buy food,Extremely Negative,obyrne evauk actionhunger food union sparke uk hilliermp mp matt kerr curious constant news coverage scare people panic buying isn uk gov worry looting happen million people lose job amp afford buy food,2,2,2
2920,47872,"Milwaukee, Wi",15-03-2020,LA friends if we are placed on lockdown in the next 72 hours or so don t panic We all really do need to stay inside and isolate to stop the spread of covid 19 and not overwhelm our healthcare system Make sure you have at least a week of food and medicine at home and stay calm,Positive,la friend place lockdown hour don panic need stay inside isolate stop spread covid not overwhelm healthcare system sure week food medicine home stay calm,0,0,0
2921,47873,Los Angeles,15-03-2020,"#Hygiene #Health #Heart  these 3 Hs have always been our core practice?
In this time of fear, panic over COVID-19, Bollywood Bites is the only food vendor trusted by hospitals, institutes like #UCLA
@TheBBrestaurant @WestwoodVillage is open for Dine-in, Take our, Free Delivery https://t.co/Xc9U5akohb",Positive,core practice time fear panic bollywood bite food vendor trust hospital institute like open dinein free delivery,0,0,0
2922,47874,"Washington, USA",15-03-2020,Or they can give individual citizens a stimulus UBI check amp shut everything down for 2 4wks Including collecting on paymts amp paying employees Stimulus checks can be used for food meds Freeze everything Reopen when COVID 19 is controlled amp the panic hysterics are over with,Extremely Negative,individual citizen stimulus ubi check amp shut include collect paymts amp pay employee stimulus check food med freeze reopen covid control amp panic hysteric,2,2,2
2923,47875,"Wythenshawe, Manchester, UK",15-03-2020,I m working on a story about how might change our relationship with tech forever i e online GP appointments remote working online shopping etc I m looking for companies who are using tech in an innovative way If this is you please send me a submission,Extremely Positive,work story change relationship tech forever online gp appointment remote work online shopping etc look company tech innovative way send submission,0,0,0
2924,47876,"Jakarta, Indonesia",15-03-2020,"@tjricky @betaekonano @jokowi @KemenkesRI @aniesbaswedan The reason Mr Jokowi did not declare all is chaos in buying for panic after informing Covid-19. Then, low level societies have no food. The President should be wiser to avoid that chaos.

So you",Extremely Negative,reason mr jokowi not declare chaos buy panic inform low level society no food president wiser avoid chaos,2,2,2
2925,47877,,15-03-2020,"Headed to the grocery store to stock up on supplies? You might want to leave your reusable bags at home... #coronavirus #COVID?19 via @nypost @JohnTierneyNYC 

https://t.co/szKdzNvRd9",Neutral,head grocery store stock supply want leave reusable bag home,0,0,0
2926,47878,London/Bristol/Prague,15-03-2020,"Panicky maniacs messing with my routine online shopping
#Coronavirus https://t.co/IBSIpboNzY",Negative,panicky maniac mess routine online shopping,1,1,1
2927,47879,"San Diego, CA",15-03-2020,"In our continued efforts to combat the spread of the COVID-19 virus, we have instituted more strenuous guidelines to provide a clean and safe retail experience. As always, our website is open 24/7 at https://t.co/f6inwhI8ek, as well as our Buy Online, Pick Up In Store program. https://t.co/ipYeH53a1l",Extremely Positive,continue effort combat spread virus institute strenuous guideline provide clean safe retail experience website open buy online pick store program,0,0,0
2928,47880,,15-03-2020,"How to stock on food for an emergency https://t.co/9rBklCNDMN via @BeCentsational

#coronavirus #coronaUK #quarentena #italy #COVID?19#covid #CoronavirusOutbreak #coronapocolypse #COVID19 #coronavirusupdates",Negative,stock food emergency,1,1,1
2929,47881,"Paris, France",15-03-2020,"@_MealsOnWheels I sincerely hope the Coronavirus doesn't affect the delivery of food for our Veterans. 
If there's anything I can do to help, please let me know. 

Perhaps we can stock up their supplies to limit contact. #coronavirus #COVID?19",Extremely Positive,sincerely hope coronavirus do not affect delivery food veteran there s help let know stock supply limit contact,0,0,0
2930,47882,"Perth, Australia",15-03-2020,Live images of people going to the supermarket today #perth #shopping #covid_19 #toiletpaper #corona https://t.co/O2NRn495iP,Neutral,live image people go supermarket today,1,1,1
2931,47883,"Aberdeen, Scotland",15-03-2020,Panic buying in supermarkets is making it impossible for food buyers to forecast demand and putting additional pressure on an already stretched supply chain. There is enough for everyone at normal demand levels. Please think of others. Were all in this together. #coronavirus,Extremely Negative,panic buying supermarket make impossible food buyer forecast demand put additional pressure stretch supply chain normal demand level think,2,2,2
2932,47884,"London, UK",15-03-2020,"Food banks have been running out of basics because of COVID-19 panic buying. And if there's long periods of isolation in the UK, it's likely more people will need to rely on food parcels. Help if you can ?  https://t.co/Uvrh6QOW5O",Negative,food bank run basic panic buying there s long period isolation uk likely people need rely food parcel help,2,2,2
2933,47885,,15-03-2020,Buy my carts because I need to do something while staying home? #coronavirus #COVID?19 #stockup #Ulta #morphe #SugarDaddySerious #StayTheFHome https://t.co/D5vk6FvE6q,Neutral,buy cart need stay home,0,0,0
2934,47886,"Calgary, Alberta",15-03-2020,"""...government is urging Ontarians to practise 'normal grocery buying habits' as store shelves...have emptied of supplies  including hand sanitizer, toilet paper, cleaning supplies and drugs  amid panicked buying spurred by the COVID-19 pandemic."" https://t.co/tEJjd9Dqu4",Negative,government urge ontarian practise normal grocery buying habit store shelveshave empty supply include hand sanitizer toilet paper cleaning supply drug amid panicked buying spur pandemic,0,0,0
2935,47887,"Toronto, Ontario",15-03-2020,A lot of big grocery store chains are asking for a 10 dollar donation at check out for the food bank to help those who do not have the means to stock up I hope everyone makes that donation while they re out there binge buying,Extremely Positive,lot big grocery store chain ask dollar donation check food bank help not mean stock hope make donation binge buying,0,0,0
2936,47888,Western NewYork,15-03-2020,What To Buy For The Coronavirus Outbreak - How To Stock Your Pantry And Fridge For COVID-19 https://t.co/E2nw1ObHza,Neutral,buy coronavirus outbreak stock pantry fridge,1,1,1
